work_order_id,appointment_id,customer_id,vehicle_id,opened_at,closed_at,status,advisor,assigned_tech,priority,odometer,symptom,cause,correction,labor_hours,labor_sale,parts_sale,shop_supplies,sublet_sale,discount,tax,total,approval_state,payment_state,invoice_number,tags,notes
WO-403971,APPT-300778,CUST-101653,VEH-200793,2023-11-14T09:46,,awaiting_approval,Mia Garcia,Amelia Nguyen,normal,227564,Oil life low,Pads below spec,Replaced hose and topped coolant,8.6,1345.89,25.87,0.06,0,0,68.59,1440.41,not_required,unpaid,INV-503971,comeback-risk,
WO-403972,APPT-300696,CUST-101346,VEH-202041,2025-04-08T16:53,2025-04-10T01:53,completed,Leo Taylor,Noah Davis,high,147416,Oil life low,Battery failed load test,Diagnosed wiring fault,1.5,182.12,735.52,20.63,0,0,46.91,985.18,not_required,partial,INV-503972,upsell,Needs comeback follow-up
WO-403973,,CUST-101444,VEH-200305,2024-05-31T05:55,,invoiced,Lucas Robinson,Lucas Harris,low,416309,Grinding brakes,Loose tie rod,Replaced hose and topped coolant,1.1,165.78,2035.9,48.8,0,0,112.52,2363.0,declined,written_off,INV-503973,,Needs comeback follow-up
WO-403974,,CUST-101245,VEH-201302,2026-03-07T03:09,2026-03-08T09:09,awaiting_approval,Leo Wright,Leo Rodriguez,urgent,206217,ABS light,P0420 stored,Replaced front pads/rotors,14.4,1867.92,950.24,8.88,0,0,141.35,2968.39,pending,paid,INV-503974,"comeback-risk, waiter, pm",
WO-403975,,CUST-100866,VEH-201184,2025-07-26T04:54,2025-07-31T04:54,completed,Mikayla Young,Maya Martin,normal,394439,Grinding brakes,Front tires cupped,Replaced front pads/rotors,1.4,213.61,601.26,28.24,0,136.64,35.32,741.79,declined,unpaid,INV-503975,"waiter, comeback-risk, brakes",Fleet billing
WO-403976,,CUST-101642,VEH-200474,2024-03-10T19:38,2024-03-14T10:38,completed,Mateo Wright,Harper Martin,normal,376085,PM due,Front tires cupped,Installed battery,3.6,497.57,1309.96,46.65,0,0,92.71,1946.89,not_required,unpaid,INV-503976,diag,
WO-403977,,CUST-100690,VEH-202553,2025-03-21T05:06,2025-03-22T15:06,completed,Amelia Ramirez,,high,361146,PM due,Loose tie rod,Replaced hose and topped coolant,15.7,2882.88,1500.0,40.57,0,37.09,219.32,4605.68,not_required,partial,INV-503977,fleet,
WO-403978,APPT-300904,CUST-100604,VEH-200576,2026-02-13T12:16,2026-02-16T16:16,completed,Riley Green,,low,237324,Pulling left,Battery failed load test,,13.4,1994.16,2234.9,131.62,0,58.66,215.1,4517.12,pending,unpaid,INV-503978,"waiter, upsell",Customer approved by text
WO-403979,,CUST-100957,VEH-200502,2025-09-11T02:43,2025-09-11T04:43,awaiting_approval,Aiden Davis,Owen Scott,urgent,75542,Pulling left,P0420 stored,Replaced hose and topped coolant,3.2,589.16,2001.21,156.57,0,0,137.35,2884.29,not_required,partial,,,Fleet billing
WO-403980,,CUST-101544,VEH-200966,2023-11-25T17:05,2023-11-29T19:05,closed,Harper Miller,,normal,219492,Grinding brakes,,Diagnosed wiring fault,11.6,1549.13,2325.44,138.05,0,0,200.63,4213.25,declined,unpaid,INV-503980,fleet,Legacy WO imported from old DMS
WO-403981,,CUST-100742,VEH-200126,2024-06-04T10:43,,on_hold,Charlotte Walker,Logan Nelson,high,216038,CEL on,Front tires cupped,Performed PM service,5.1,611.04,970.4,31.44,0,0,80.64,1693.52,not_required,paid,INV-503981,"comeback-risk, pm, fleet",Legacy WO imported from old DMS
WO-403982,APPT-300104,CUST-100424,VEH-201614,2025-07-06T15:40,2025-07-11T05:40,closed,Charlotte Scott,Nora King,normal,290049,Grinding brakes,Coolant leak at upper hose,Installed battery,15.4,2505.21,2141.11,40.28,0,0,234.33,4920.93,pending,partial,,,Customer approved by text
WO-403983,,CUST-101003,VEH-202464,2024-11-19T13:24,2024-11-23T00:24,awaiting_approval,Mason Taylor,Ella Rodriguez,high,267286,PM due,,Diagnosed wiring fault,10.0,1614.6,320.1,5.64,0,0,97.02,2037.36,pending,written_off,INV-503983,,Legacy WO imported from old DMS
WO-403984,,CUST-100428,VEH-202386,2023-12-15T12:55,,invoiced,Mikayla Harris,Maya Jones,high,203622,Vibration,Battery failed load test,,9.3,1254.66,1986.2,134.38,0,0,168.76,3544.0,approved,unpaid,INV-503984,"brakes, diag, waiter",Needs comeback follow-up
WO-403985,,CUST-100451,VEH-200770,2026-01-13T13:10,2026-01-18T03:10,invoiced,Zoey Clark,Leo Harris,low,259548,No crank,Front tires cupped,Performed PM service,14.1,2297.12,1915.05,82.58,0,43.2,212.58,4464.13,declined,unpaid,,"diag, waiter",Legacy WO imported from old DMS
WO-403986,,CUST-100030,VEH-201187,2024-10-30T04:13,2024-10-31T06:13,completed,Avery Allen,Jack Martin,high,137991,Oil life low,,Installed battery,0.4,68.67,1035.14,19.84,0,0,56.18,1179.83,not_required,paid,INV-503986,"fleet, diag, upsell",Needs comeback follow-up
WO-403987,,CUST-100522,VEH-200971,2026-02-24T11:12,,completed,Abigail Thomas,Hudson Scott,normal,103509,Grinding brakes,,Replaced hose and topped coolant,7.4,1046.4,875.16,20.64,0,43.36,94.94,1993.78,declined,partial,INV-503987,pm,Needs comeback follow-up
WO-403988,,CUST-101718,VEH-200534,2025-10-13T19:53,2025-10-18T06:53,completed,James Ramirez,Logan Adams,urgent,35138,CEL on,P0420 stored,Replaced hose and topped coolant,2.2,357.54,62.32,2.01,0,0,21.09,442.96,pending,unpaid,,pm,Needs comeback follow-up
WO-403989,,CUST-101413,VEH-200293,2024-07-18T21:30,2024-07-20T05:30,closed,Abigail Wilson,Liam Perez,high,54768,Oil life low,Front tires cupped,Diagnosed wiring fault,1.6,252.18,1735.24,136.95,235.13,0,117.98,2477.48,not_required,written_off,INV-503989,pm,Needs comeback follow-up
WO-403990,APPT-300394,CUST-101043,VEH-200766,2024-10-17T02:21,2024-10-18T18:21,invoiced,Finn Young,Liam Torres,high,197418,Oil life low,Front tires cupped,,7.8,1126.74,203.72,1.83,0,34.74,64.88,1362.43,pending,partial,INV-503990,,Fleet billing
WO-403991,APPT-300213,CUST-100132,VEH-202111,2024-08-31T16:32,2024-09-04T19:32,invoiced,Lucas Nguyen,Elijah Miller,urgent,262829,PM due,,Replaced hose and topped coolant,10.6,1585.85,1268.95,18.82,578.43,0,172.6,3624.65,pending,paid,INV-503991,"diag, pm",
WO-403992,APPT-300807,CUST-100973,VEH-202359,2024-06-09T01:56,2024-06-13T09:56,completed,Scarlett Baker,Charlotte Allen,low,211186,CEL on,,,8.2,1258.46,1724.71,60.47,0,0,152.18,3195.82,approved,unpaid,INV-503992,,
WO-403993,APPT-300670,CUST-101078,VEH-201066,2025-08-25T19:01,,awaiting_approval,Mila Wright,Emma Green,high,95815,CEL on,Loose tie rod,Replaced front pads/rotors,6.6,939.16,473.67,1.78,0,0,70.73,1485.34,approved,paid,INV-503993,"pm, fleet",Legacy WO imported from old DMS
WO-403994,APPT-300658,CUST-101285,VEH-202070,2025-05-28T23:51,2025-05-30T19:51,invoiced,Leo Walker,Jack Sanchez,high,303341,Vibration,Loose tie rod,Replaced front pads/rotors,15.2,2298.66,346.67,13.42,0,95.24,128.18,2691.69,pending,written_off,INV-503994,upsell,Legacy WO imported from old DMS
WO-403995,,CUST-101476,VEH-202430,2025-06-20T11:12,,on_hold,Avery Perez,Ethan Nelson,normal,273918,Grinding brakes,Pads below spec,Replaced hose and topped coolant,4.6,641.81,606.99,25.17,0,0,63.7,1337.67,pending,written_off,INV-503995,"comeback-risk, waiter, fleet",Fleet billing
WO-403996,,CUST-100293,VEH-200444,2025-01-17T00:48,2025-01-18T06:48,closed,Oliver Martinez,Mateo Jones,urgent,387402,No crank,Loose tie rod,Replaced hose and topped coolant,2.6,445.74,1421.53,58.11,0,139.05,89.32,1875.65,pending,partial,INV-503996,,Needs comeback follow-up
WO-403997,APPT-300540,CUST-101660,VEH-202175,2025-11-16T21:47,2025-11-19T09:47,invoiced,Elijah Brown,Maya Perez,normal,84231,Pulling left,,,5.0,606.9,1276.62,29.88,0,0,95.67,2009.07,pending,partial,INV-503997,brakes,Customer approved by text
WO-403998,,CUST-101450,VEH-201662,2024-08-18T06:20,2024-08-21T20:20,completed,Sophia Wilson,Harper Martinez,urgent,77342,Pulling left,Front tires cupped,Recommended tires,7.4,1230.43,1487.12,14.88,124.1,0,142.83,2999.36,approved,partial,,"comeback-risk, pm",Needs comeback follow-up
WO-403999,,CUST-101651,VEH-200342,2025-02-13T02:25,2025-02-17T04:25,completed,Leo Rodriguez,Riley Thomas,urgent,345589,Vibration,Battery failed load test,Performed PM service,15.6,1846.41,1149.8,45.14,0,0,152.07,3193.42,pending,written_off,INV-503999,"brakes, pm, comeback-risk",
WO-404000,APPT-300618,CUST-101714,VEH-200631,2024-01-05T19:13,2024-01-08T12:13,closed,Logan Sanchez,Mikayla Adams,urgent,152785,Overheating,Front tires cupped,Recommended tires,3.2,395.8,827.29,25.15,0,0,62.41,1310.65,not_required,paid,INV-504000,"fleet, upsell",Customer approved by text
WO-404001,APPT-300652,CUST-100250,VEH-201411,2024-07-25T00:11,2024-07-26T18:11,closed,Noah Adams,Hudson Perez,urgent,365848,Pulling left,P0420 stored,Diagnosed wiring fault,12.1,2151.87,226.57,8.26,0,0,119.34,2506.04,declined,partial,INV-504001,,Fleet billing
WO-404002,,CUST-100677,VEH-200826,2025-08-16T05:50,,in_progress,Riley Lee,Riley Nguyen,normal,291217,No crank,Loose tie rod,Replaced hose and topped coolant,7.2,1239.54,1878.42,12.62,0,0,156.53,3287.11,approved,unpaid,INV-504002,,Needs comeback follow-up
WO-404003,,CUST-101714,VEH-201238,2024-07-04T17:52,2024-07-08T07:52,invoiced,Aiden Flores,,high,39099,Pulling left,Front tires cupped,Diagnosed wiring fault,2.1,274.68,1107.34,6.58,0,0,69.43,1458.03,approved,partial,INV-504003,,Needs comeback follow-up
WO-404004,,CUST-100897,VEH-201384,2025-10-24T15:30,2025-10-28T21:30,invoiced,Aiden Johnson,Elijah Moore,normal,394815,Grinding brakes,P0420 stored,Replaced hose and topped coolant,2.7,381.31,1334.45,57.49,0,0,88.66,1861.91,approved,partial,INV-504004,"pm, waiter, fleet",Fleet billing
WO-404005,APPT-300148,CUST-100610,VEH-200027,2025-05-06T01:25,2025-05-10T02:25,completed,Finn Walker,Edward Nguyen,normal,2524,Pulling left,Loose tie rod,Performed PM service,5.8,1011.43,2154.93,154.09,0,0,166.02,3486.47,pending,partial,INV-504005,"comeback-risk, upsell",Fleet billing
WO-404006,,CUST-100744,VEH-201074,2024-09-13T22:11,,on_hold,Layla Jones,,high,120821,No crank,Battery failed load test,Replaced front pads/rotors,5.6,939.08,124.39,7.03,0,0,53.53,1124.03,not_required,paid,INV-504006,"comeback-risk, fleet, brakes",Fleet billing
WO-404007,APPT-300880,CUST-100280,VEH-202187,2024-03-05T14:29,,completed,Jade Thomas,Charlotte Lee,low,121896,CEL on,Pads below spec,Performed PM service,14.2,2437.89,221.07,10.19,0,0,133.46,2802.61,pending,paid,INV-504007,,Legacy WO imported from old DMS
WO-404008,,CUST-101793,VEH-200123,2025-03-30T10:40,,on_hold,Mila Davis,Owen Rodriguez,normal,338034,Grinding brakes,Battery failed load test,Diagnosed wiring fault,14.3,2186.29,426.37,19.08,786.07,0,170.89,3588.7,approved,written_off,INV-504008,"diag, pm, brakes",Needs comeback follow-up
WO-404009,APPT-300410,CUST-101187,VEH-201565,2025-02-17T15:49,2025-02-20T20:49,completed,Noah Thomas,Lucas Scott,low,94540,Vibration,P0420 stored,Replaced hose and topped coolant,13.4,2462.13,1780.84,5.84,91.9,0,217.04,4557.75,not_required,partial,INV-504009,diag,Customer approved by text
WO-404010,APPT-300157,CUST-100617,VEH-200673,2024-01-29T22:15,2024-02-03T04:15,completed,Charlotte Adams,,urgent,17471,CEL on,Loose tie rod,Replaced hose and topped coolant,13.3,2342.7,1888.24,1.7,0,0,211.63,4444.27,approved,unpaid,INV-504010,,Customer approved by text
WO-404011,,CUST-101760,VEH-201896,2025-01-13T07:19,,on_hold,Ethan Walker,Nora Garcia,urgent,37526,No crank,Coolant leak at upper hose,Performed PM service,12.0,2137.24,581.47,9.79,0,93.31,131.76,2766.95,approved,written_off,,"diag, comeback-risk",Needs comeback follow-up
WO-404012,APPT-300643,CUST-101766,VEH-201234,2024-12-23T18:10,2024-12-28T06:10,invoiced,Lucas Martin,Abigail Nelson,urgent,346245,PM due,Coolant leak at upper hose,Installed battery,13.8,2320.65,35.39,1.01,0,0,117.85,2474.9,pending,partial,INV-504012,comeback-risk,Needs comeback follow-up
WO-404013,APPT-300824,CUST-100689,VEH-202598,2023-12-02T06:18,2023-12-05T12:18,awaiting_approval,Owen Perez,Avery Taylor,urgent,398439,No crank,Loose tie rod,Recommended tires,6.8,815.53,1070.47,27.2,207.68,0,106.04,2226.92,approved,written_off,INV-504013,"brakes, pm",Customer approved by text
WO-404014,,CUST-101182,VEH-201638,2026-03-22T05:30,2026-03-25T10:30,awaiting_approval,Maya Smith,Liam Wright,high,211108,Vibration,,Performed PM service,10.4,1290.56,1056.92,4.3,0,0,117.59,2469.37,pending,paid,,,Fleet billing
WO-404015,APPT-300639,CUST-100748,VEH-202315,2025-10-11T06:33,2025-10-12T18:33,invoiced,Emma Perez,Scarlett Anderson,normal,191967,CEL on,Front tires cupped,Recommended tires,1.5,200.93,351.37,21.89,0,0,28.71,602.9,not_required,unpaid,INV-504015,,Legacy WO imported from old DMS
WO-404016,APPT-300383,CUST-101588,VEH-202081,2025-09-29T10:17,2025-09-30T17:17,closed,Finn Wilson,Sophia Johnson,high,274061,Pulling left,Battery failed load test,Performed PM service,9.1,1573.9,542.77,13.95,0,113.83,100.84,2117.63,declined,unpaid,INV-504016,"diag, brakes",Needs comeback follow-up
WO-404017,,CUST-100542,VEH-201886,2024-04-03T10:46,,in_progress,Elijah Lewis,Mila Nguyen,urgent,86518,Overheating,Battery failed load test,Performed PM service,7.2,1012.28,1838.15,114.01,0,0,148.22,3112.66,approved,unpaid,INV-504017,"comeback-risk, upsell, diag",
WO-404018,APPT-300311,CUST-100268,VEH-202038,2025-10-18T01:27,2025-10-21T05:27,invoiced,Maya Green,Edward Thompson,high,206681,Oil life low,Pads below spec,Recommended tires,13.3,1799.89,1672.0,7.05,0,0,173.95,3652.89,approved,written_off,INV-504018,fleet,Customer approved by text
WO-404019,,CUST-100291,VEH-201739,2026-03-10T14:20,2026-03-12T08:20,completed,Scarlett Baker,Riley Williams,normal,321681,Overheating,Pads below spec,Replaced hose and topped coolant,3.7,547.72,632.64,31.75,0,0,60.61,1272.72,pending,paid,INV-504019,"waiter, brakes, pm",Needs comeback follow-up
WO-404020,,CUST-100649,VEH-200448,2026-03-08T23:57,,on_hold,Finn Lewis,Noah Garcia,low,253146,CEL on,P0420 stored,,13.8,2001.6,1946.76,66.56,0,0,200.75,4215.67,approved,written_off,INV-504020,,Fleet billing
WO-404021,,CUST-100191,VEH-200816,2024-04-10T09:33,2024-04-10T10:33,completed,Avery Young,Scarlett Smith,urgent,292241,CEL on,P0420 stored,Installed battery,13.2,2423.65,2175.28,169.34,0,0,238.41,5006.68,not_required,partial,INV-504021,fleet,Needs comeback follow-up
WO-404022,APPT-300740,CUST-101241,VEH-202353,2024-08-13T11:28,,on_hold,Lucas Torres,Emma Nguyen,normal,27168,Grinding brakes,Front tires cupped,Performed PM service,8.1,1242.74,1062.38,46.95,0,0,117.6,2469.67,declined,paid,INV-504022,"comeback-risk, diag",Legacy WO imported from old DMS
WO-404023,APPT-300135,CUST-100118,VEH-201164,2023-10-30T04:37,,awaiting_approval,Leo Nguyen,Mila Harris,normal,260983,Oil life low,Coolant leak at upper hose,,14.1,2352.12,2066.56,15.06,0,0,221.69,4655.43,declined,paid,,comeback-risk,Fleet billing
WO-404024,,CUST-100556,VEH-201832,2025-12-18T23:16,2025-12-19T21:16,invoiced,Wyatt King,Avery Martin,low,9775,CEL on,Battery failed load test,Recommended tires,3.6,469.84,1695.59,122.55,0,0,114.4,2402.38,declined,paid,INV-504024,,Legacy WO imported from old DMS
WO-404025,,CUST-100724,VEH-200285,2025-10-28T18:00,,closed,Owen Brown,Ava Scott,normal,330405,Oil life low,Battery failed load test,Diagnosed wiring fault,10.6,1222.81,337.57,9.37,0,0,78.49,1648.24,declined,unpaid,INV-504025,"brakes, pm, diag",Needs comeback follow-up
WO-404026,,CUST-100251,VEH-200886,2025-05-01T23:08,,awaiting_approval,James Brown,Hudson Harris,normal,351081,Oil life low,Front tires cupped,,7.1,1179.39,2045.63,88.44,0,0,165.67,3479.13,not_required,written_off,INV-504026,"upsell, fleet",
WO-404027,,CUST-100102,VEH-201944,2024-01-12T10:35,2024-01-15T06:35,invoiced,Mia Sanchez,Mila Thompson,high,307259,Grinding brakes,Front tires cupped,Installed battery,6.6,786.5,1933.94,42.46,0,0,138.15,2901.05,approved,partial,INV-504027,"brakes, fleet, diag",Customer approved by text
WO-404028,APPT-300623,CUST-100491,VEH-200111,2023-12-30T12:30,,invoiced,Avery Moore,Kaitlyn Nguyen,normal,278305,Pulling left,Loose tie rod,,7.5,1241.47,1604.08,56.35,0,0,145.09,3046.99,not_required,partial,INV-504028,"pm, comeback-risk, diag",Fleet billing
WO-404029,,CUST-100676,VEH-202446,2024-02-25T22:42,2024-02-27T00:42,completed,Lucas Smith,Scarlett Lewis,low,328846,Oil life low,P0420 stored,Recommended tires,5.7,829.54,2216.77,22.06,0,0,153.42,3221.79,not_required,unpaid,INV-504029,"upsell, fleet, pm",Fleet billing
WO-404030,APPT-300454,CUST-100521,VEH-202519,2024-08-16T06:33,,awaiting_approval,Ava Nguyen,Oliver Sanchez,urgent,366310,Overheating,Front tires cupped,Diagnosed wiring fault,3.8,554.85,2324.93,120.34,0,0,150.01,3150.13,not_required,partial,INV-504030,"upsell, pm",Customer approved by text
WO-404031,,CUST-100112,VEH-200569,2025-06-11T14:50,,in_progress,Scarlett Flores,Amelia Johnson,low,214397,PM due,Front tires cupped,Performed PM service,3.6,502.54,2391.48,148.1,0,41.13,150.05,3151.04,declined,paid,INV-504031,"brakes, comeback-risk",
WO-404032,APPT-300378,CUST-100219,VEH-200815,2025-11-01T20:35,2025-11-04T21:35,invoiced,Mia Allen,James Lee,normal,152062,CEL on,Pads below spec,Replaced front pads/rotors,13.8,2149.03,2348.93,111.73,0,0,230.48,4840.17,approved,partial,,"brakes, comeback-risk",
WO-404033,APPT-300258,CUST-100565,VEH-201573,2025-06-02T04:04,2025-06-05T07:04,completed,Mia Adams,Ava Brown,normal,160514,PM due,Loose tie rod,Diagnosed wiring fault,1.5,266.01,2208.02,91.1,0,0,128.26,2693.39,declined,written_off,INV-504033,,
WO-404034,APPT-300119,CUST-100452,VEH-201194,2025-09-05T16:23,2025-09-08T22:23,awaiting_approval,Liam King,,low,382609,Grinding brakes,Battery failed load test,Replaced hose and topped coolant,12.5,1953.16,2045.05,128.78,0,0,206.35,4333.34,declined,unpaid,INV-504034,upsell,Customer approved by text
WO-404035,,CUST-100156,VEH-200052,2024-03-16T03:54,2024-03-19T10:54,closed,Elijah Garcia,Ava Adams,normal,44942,Grinding brakes,Coolant leak at upper hose,Recommended tires,13.5,1894.57,1904.2,46.18,0,0,192.25,4037.2,not_required,paid,,"pm, fleet",Customer approved by text
WO-404036,,CUST-101063,VEH-200534,2026-02-27T21:20,2026-03-02T02:20,awaiting_approval,Liam Allen,Amelia Wright,urgent,2024,Grinding brakes,Pads below spec,Replaced front pads/rotors,12.3,1841.63,2203.98,65.96,0,0,205.58,4317.15,declined,written_off,INV-504036,"upsell, brakes",Needs comeback follow-up
WO-404037,APPT-300183,CUST-100944,VEH-200110,2025-11-29T00:53,,on_hold,Elijah Adams,Ava Smith,low,341238,Pulling left,Coolant leak at upper hose,Performed PM service,8.7,1338.44,114.56,1.44,0,0,72.72,1527.16,pending,partial,INV-504037,,Customer approved by text
WO-404038,,CUST-100078,VEH-202081,2024-07-14T01:25,2024-07-18T04:25,closed,Zoey Scott,Jade Lee,high,5095,CEL on,Loose tie rod,Replaced front pads/rotors,1.9,300.06,719.0,56.07,0,0,53.76,1128.89,not_required,unpaid,INV-504038,"diag, waiter, upsell",Needs comeback follow-up
WO-404039,APPT-300555,CUST-100547,VEH-201834,2026-01-16T06:21,2026-01-16T09:21,closed,Mila Flores,Abigail Adams,high,179385,No crank,P0420 stored,Installed battery,14.3,2503.61,896.24,2.19,0,0,170.1,3572.14,pending,written_off,INV-504039,"waiter, fleet, upsell",Legacy WO imported from old DMS
WO-404040,,CUST-101262,VEH-200715,2026-03-02T03:16,,completed,Riley Baker,Scarlett Lewis,normal,71780,PM due,Pads below spec,Performed PM service,5.0,874.38,14.14,0.25,483.02,0,68.59,1440.38,declined,paid,INV-504040,"fleet, diag",
WO-404041,,CUST-101305,VEH-200720,2024-10-07T23:17,2024-10-12T22:17,invoiced,Wyatt Harris,Mason Miller,normal,963,Grinding brakes,Loose tie rod,Performed PM service,2.9,356.51,1332.78,18.68,0,0,85.4,1793.37,declined,written_off,INV-504041,,Fleet billing
WO-404042,,CUST-101659,VEH-201960,2025-07-12T10:53,2025-07-13T08:53,invoiced,Mateo Rodriguez,Liam Lee,normal,256693,No crank,P0420 stored,,5.4,687.98,1717.12,106.75,0,0,125.59,2637.44,declined,written_off,INV-504042,"comeback-risk, diag, brakes",Fleet billing
WO-404043,APPT-300404,CUST-100408,VEH-201059,2024-06-11T17:57,2024-06-14T08:57,closed,Leo Miller,Harper Thompson,urgent,73077,Overheating,Pads below spec,Installed battery,14.6,1744.23,258.77,14.02,0,0,100.85,2117.87,approved,paid,INV-504043,,Needs comeback follow-up
WO-404044,,CUST-100196,VEH-201189,2024-05-17T16:05,2024-05-20T17:05,completed,Jack Martinez,Mason Thompson,high,127258,Oil life low,P0420 stored,Installed battery,13.9,1622.18,2150.93,45.74,0,0,190.94,4009.79,not_required,written_off,INV-504044,diag,
WO-404045,,CUST-100349,VEH-202241,2023-11-21T04:15,2023-11-24T18:15,closed,Noah Young,Kaitlyn Young,urgent,100149,PM due,Coolant leak at upper hose,Performed PM service,2.2,323.62,2018.01,52.15,0,0,119.69,2513.47,declined,written_off,,"comeback-risk, brakes, waiter",
WO-404046,,CUST-101015,VEH-202352,2026-03-24T21:16,2026-03-28T22:16,completed,Ethan Miller,Kaitlyn Robinson,normal,246137,CEL on,Battery failed load test,Replaced hose and topped coolant,10.0,1779.11,1297.43,11.85,0,0,154.42,3242.81,not_required,unpaid,,waiter,Needs comeback follow-up
WO-404047,,CUST-100769,VEH-200008,2024-06-06T19:55,2024-06-07T19:55,invoiced,Aiden Ramirez,Logan Johnson,normal,258747,Overheating,,Installed battery,14.6,2495.7,1277.34,31.78,0,0,190.24,3995.06,declined,written_off,INV-504047,,Legacy WO imported from old DMS
WO-404048,,CUST-100532,VEH-202369,2025-03-09T00:35,,invoiced,Sophia Young,Abigail Hill,high,316344,Oil life low,Pads below spec,Replaced hose and topped coolant,7.9,1079.82,469.48,35.9,0,0,79.26,1664.46,approved,partial,INV-504048,,Customer approved by text
WO-404049,APPT-300107,CUST-101433,VEH-200097,2024-12-19T20:53,2024-12-22T05:53,completed,Jade Torres,Avery Walker,high,88510,No crank,,Performed PM service,14.0,2096.77,1292.92,35.78,0,0,171.27,3596.74,pending,paid,INV-504049,,Legacy WO imported from old DMS
WO-404050,APPT-300879,CUST-101294,VEH-201179,2025-10-31T18:53,2025-11-04T18:53,awaiting_approval,Scarlett Nelson,Ava Hill,low,47488,No crank,Loose tie rod,Replaced front pads/rotors,15.3,2465.01,2084.87,71.76,0,0,231.08,4852.72,declined,paid,INV-504050,brakes,Legacy WO imported from old DMS
WO-404051,,CUST-101525,VEH-201205,2025-01-01T01:18,2025-01-04T20:18,invoiced,Jade Young,Zoey Harris,normal,224083,No crank,Loose tie rod,Replaced front pads/rotors,14.4,2545.55,5.38,0.12,0,0,127.55,2678.6,not_required,paid,INV-504051,"fleet, comeback-risk, pm",Needs comeback follow-up
WO-404052,APPT-300335,CUST-100888,VEH-201867,2025-12-20T11:49,2025-12-23T04:49,closed,Liam Anderson,,normal,187187,No crank,P0420 stored,Installed battery,4.4,774.9,114.15,7.39,0,134.07,38.12,800.49,declined,unpaid,INV-504052,"waiter, brakes",
WO-404053,APPT-300409,CUST-100422,VEH-201473,2025-11-16T14:48,2025-11-16T15:48,closed,Ava Lee,Finn Moore,low,277732,PM due,Pads below spec,Diagnosed wiring fault,5.4,965.9,1232.3,9.38,0,0,110.38,2317.96,not_required,written_off,INV-504053,"pm, fleet",Legacy WO imported from old DMS
WO-404054,,CUST-100645,VEH-200622,2024-05-17T00:45,2024-05-17T21:45,closed,Ethan Clark,,normal,385988,No crank,Pads below spec,Performed PM service,5.2,918.47,650.66,3.69,0,0,78.64,1651.46,pending,unpaid,INV-504054,"upsell, pm",Fleet billing
WO-404055,,CUST-101262,VEH-201241,2023-10-23T06:06,2023-10-24T23:06,invoiced,Owen Smith,Mateo Garcia,low,143424,Overheating,P0420 stored,Recommended tires,8.3,1500.73,1865.08,15.99,0,0,169.09,3550.89,approved,written_off,INV-504055,"fleet, pm, brakes",Fleet billing
WO-404056,APPT-300825,CUST-100386,VEH-201329,2025-12-10T15:09,2025-12-12T15:09,closed,Ethan Adams,Ava Martin,high,80924,Vibration,Loose tie rod,Installed battery,15.1,2072.71,1723.05,109.21,0,0,195.25,4100.22,approved,unpaid,INV-504056,pm,Customer approved by text
WO-404057,,CUST-100917,VEH-202477,2025-09-11T18:13,2025-09-14T00:13,completed,Lucas Sanchez,Jade Scott,urgent,170441,Vibration,Front tires cupped,Replaced front pads/rotors,7.0,1236.19,745.41,10.94,0,0,99.63,2092.17,not_required,written_off,INV-504057,brakes,Customer approved by text
WO-404058,,CUST-101711,VEH-201012,2025-08-12T13:49,2025-08-15T01:49,closed,Harper Perez,Mila Wright,urgent,65150,ABS light,,Recommended tires,1.3,158.55,1618.19,61.01,0,0,91.89,1929.64,not_required,written_off,INV-504058,"fleet, pm, brakes",Fleet billing
WO-404059,,CUST-100650,VEH-202053,2025-10-04T06:47,2025-10-06T10:47,awaiting_approval,Kaitlyn Wilson,Wyatt Torres,urgent,229796,PM due,P0420 stored,Diagnosed wiring fault,10.5,1524.8,1690.61,82.73,0,0,164.91,3463.05,not_required,unpaid,INV-504059,"brakes, upsell, waiter",Legacy WO imported from old DMS
WO-404060,APPT-300332,CUST-101067,VEH-200196,2025-12-11T14:26,2025-12-14T11:26,awaiting_approval,James Williams,Owen King,high,21280,CEL on,Front tires cupped,Diagnosed wiring fault,7.3,904.4,1217.38,63.05,0,0,109.24,2294.07,declined,unpaid,INV-504060,,
WO-404061,APPT-300693,CUST-101061,VEH-201141,2024-03-28T19:17,2024-03-30T10:17,awaiting_approval,Wyatt Brown,Owen Green,urgent,121703,CEL on,Pads below spec,Performed PM service,1.6,242.23,984.27,41.64,0,108.73,57.97,1217.38,approved,unpaid,INV-504061,"diag, comeback-risk",Legacy WO imported from old DMS
WO-404062,APPT-300112,CUST-100673,VEH-201926,2024-06-20T00:15,2024-06-24T00:15,closed,Elijah Lee,,urgent,352769,PM due,Loose tie rod,Replaced front pads/rotors,4.2,733.39,1498.86,38.0,0,0,113.51,2383.76,not_required,unpaid,INV-504062,comeback-risk,Needs comeback follow-up
WO-404063,APPT-300149,CUST-101633,VEH-201460,2025-03-28T18:11,2025-03-30T12:11,invoiced,Hudson Anderson,Hudson Ramirez,urgent,243691,Grinding brakes,Battery failed load test,Installed battery,3.3,538.24,2388.76,55.66,0,0,149.13,3131.79,declined,partial,INV-504063,,
